pig	sire	dam	year	sex	pen	weanage	weanwt	adg	weight	loinarea
2539	582	616	2009	3	31	21	12.1	1.7	203	5.27
2540	582	616	2009	1	6	21	14.5	1.8	225	6.01
2541	582	616	2009	1	10	21	14.55	2.2	252	5.67
2542	582	616	2009	1	12	21	12.1	2	233	5.69
2543	582	616	2009	1	8	21	14.6	2.2	252	7.83
2544	592	617	2009	2	9	21	7.9	1.7	172	4.15
2545	592	617	2009	2	49	21	10.75	1.6	190	3.96
2546	592	617	2009	1	8	21	9.3	1.8	214	5.47
2547	592	617	2009	1	2	21	10.2	1.9	219	6.85
2548	592	617	2009	1	4	21	10	1.8	214	7.36
2549	576	618	2009	2	1	21	12.25	1.4	182	5.01
2550	576	618	2009	1	20	21	11.8	2.1	237	5.34
2551	576	618	2009	1	18	21	12.7	1.9	225	5.39
2552	576	618	2009	1	16	21	11.9	2.2	257	6.45
2553	576	618	2009	1	14	21	11.65	1.9	217	5.19
2554	559	619	2009	2	51	21	12.5	1.7	193	4.42
2555	559	619	2009	3	31	21	14.25	1.9	216	6.19
2556	559	619	2009	1	14	21	14.85	2.1	248	7.34
2557	559	619	2009	1	18	21	13.5	1.9	226	6.19
2558	573	620	2009	2	41	21	11.85	1.9	210	6.04
2559	573	620	2009	1	2	21	11.3	2	225	6.07
2560	573	620	2009	1	10	21	13.95	1.9	232	5.6
2561	592	621	2009	2	41	20	10.95	1.5	170	3.79
2562	592	621	2009	1	2	20	10.25	1.9	203	5.24
2563	592	621	2009	1	4	20	9.25	1.9	206	5.32
2564	592	621	2009	1	12	20	12.2	2.1	250	5.55
2565	576	622	2009	2	45	20	12.7	2.3	253	5.52
2566	576	622	2009	1	14	20	10.4	2.1	230	6.1
2567	576	622	2009	1	4	20	11.6	1.9	210	4.94
2568	576	622	2009	1	16	20	9.05	1.7	190	5.12
2569	576	622	2009	1	18	20	11.75	2	230	5.42
2570	571	623	2009	2	49	20	12.35	2.1	225	6.33
2571	571	623	2009	2	51	20	11.3	1.8	197	4.48
2572	571	623	2009	1	14	20	12.7	2.1	247	7
2573	571	623	2009	1	18	20	11.25	1.8	205	5.19
2574	592	624	2009	2	1	20	14.8	1.8	212	5.63
2575	592	624	2009	1	22	24	14	1.9	213	5.93
2576	592	624	2009	1	10	20	9.85	1.8	200	4.81
2577	592	625	2009	2	49	23	15.9	1.8	207	5.04
2578	592	625	2009	2	51	23	16.85	2.1	234	4.72
2579	592	625	2009	1	8	23	13.25	1.7	198	5.83
2580	592	625	2009	1	12	23	12.9	2	215	5
2581	592	625	2009	1	16	23	14.35	1.9	200	4.36
2582	592	625	2009	1	14	23	13.95	1.9	220	4.69
2583	571	626	2009	1	12	23	13.95	1.7	204	5.18
2584	628	627	2009	2	1	23	15.45	1.8	213	5.17
2585	628	627	2009	3	31	23	14.55	2	210	4.02
2586	628	627	2009	2	3	23	15.3	2.1	238	4.7
2587	628	627	2009	1	6	23	15.4	2	221	5.67
2588	628	627	2009	1	16	23	16.25	2.2	244	4.98
2589	628	627	2009	1	18	23	15.3	1.8	210	5.98
2590	628	627	2009	1	2	23	14.2	2.1	237	6.27
2591	628	627	2009	1	20	23	14.7	1.9	211	5.78
2592	543	629	2009	2	3	23	16.7	1.8	205	5.07
2593	543	629	2009	1	28	23	11.85	2.5	252	4.76
2594	543	629	2009	1	26	23	14.95	1.9	210	4.84
2595	543	629	2009	1	24	23	15.6	1.9	222	7.07
2596	543	629	2009	1	22	23	13.3	1.9	227	5.56
2597	595	630	2009	2	5	23	14.3	1.7	196	3.96
2598	595	630	2009	1	28	23	11.8	1.5	179	4.36
2599	595	630	2009	1	25	23	12.55	1.7	198	5.03
2600	595	630	2009	1	24	23	10.7	1.4	175	4.98
2601	569	631	2009	2	7	22	18.05	2.1	252	6.27
2602	569	631	2009	2	3	22	16.2	2.1	247	5.44
2603	569	631	2009	1	26	22	15.6	2.3	260	6.11
2604	569	631	2009	1	22	22	16.05	2.2	250	5.87
2605	569	631	2009	1	20	22	16.8	2.1	255	5.35
2606	569	631	2009	1	28	22	14.3	2.1	240	6.05
2607	569	631	2009	1	24	22	15.8	2.2	254	6.07
2608	569	631	2009	1	18	22	15.8	2.1	246	5.33
2609	555	632	2009	2	7	22	13.8	1.7	192	4.19
2610	555	632	2009	1	24	22	10.35	1.8	200	4.8
2611	555	632	2009	1	18	22	13.1	2	225	6.66
2612	555	632	2009	1	20	22	11.9	1.9	213	6.24
2613	571	633	2009	2	5	22	14.55	2	225	5.1
2614	571	633	2009	1	28	22	13.85	1.9	215	6.19
2615	571	633	2009	1	22	22	13.85	2	216	6.01
2616	571	633	2009	1	17	22	11.9	1.8	210	5.1
2617	571	633	2009	1	20	22	16.1	1.8	208	6.52
2618	571	633	2009	1	15	22	16.65	1.7	188	5.43
2619	571	633	2009	1	24	22	14.5	1.8	209	6.11
2620	585	634	2009	2	3	21	11.75	1.5	185	4.23
2621	585	634	2009	1	24	21	14.2	1.7	205	5.67
2622	585	634	2009	1	2	21	9.5	2	222	4.62
2623	585	634	2009	1	22	21	13.2	1.9	220	6.66
2624	585	634	2009	1	26	21	15	1.6	195	4.75
2625	585	634	2009	1	20	21	13.3	1.9	205	4.82
2626	553	635	2009	2	3	21	13.75	1.9	227	5.94
2627	553	635	2009	2	7	21	12.4	1.7	205	5.03
2628	553	635	2009	1	25	21	7.9	1.8	209	4.62
2629	553	635	2009	1	26	21	11.2	2.2	245	6.08
2630	553	635	2009	1	28	21	12.15	1.8	202	5.54
2631	553	635	2009	1	17	21	13.2	1.7	200	4.57
2632	582	636	2009	2	5	21	13.8	2	238	4.37
2633	582	636	2009	1	19	21	12.55	1.9	211	4.92
2634	582	636	2009	1	17	21	13.15	2	216	4.72
2635	582	636	2009	1	21	21	12.4	1.8	198	4.36
2636	565	637	2009	1	21	20	10.75	1.6	178	5.31
2637	565	637	2009	1	23	20	10.05	1.8	196	4.65
2638	565	637	2009	1	19	20	9.2	1.6	162	4.94
2639	565	637	2009	1	17	20	9	1.4	159	5.17
2640	545	638	2009	2	7	20	17	2	235	5.53
2641	545	638	2009	1	6	20	13.5	1.7	216	5.57
2642	545	638	2009	1	25	20	14.5	2.2	243	6.04
2643	545	638	2009	1	21	20	14	1.9	215	6.06
2644	545	638	2009	1	28	20	16	2	225	5.94
2645	569	639	2009	2	5	20	13.85	1.1	135	3.12
2646	569	639	2009	3	11	20	12.55	1	120	3.48
2647	569	639	2009	1	15	20	15.7	1.9	225	5.34
2648	569	639	2009	1	26	20	13.3	1.9	210	5.36
2649	569	639	2009	1	17	20	11	1.6	176	4.87
2650	641	640	2009	2	9	20	11.85	1.3	153	3.88
2651	641	640	2009	3	11	20	14.95	1.2	153	4.04
2652	641	640	2009	1	23	20	10.95	1.5	175	4.58
2653	641	640	2009	1	21	20	12.85	1.6	188	4.88
2654	641	640	2009	1	19	20	12.3	1.8	212	5.57
2655	641	640	2009	1	28	20	12.3	1.7	190	5.71
2656	573	642	2009	1	17	20	8.65	1.7	190	4.76
2657	573	642	2009	1	19	20	11.4	2	222	4.19
2658	573	642	2009	1	24	20	9.1	2.1	231	6.83
2659	557	643	2009	3	9	20	10.9	2	227	6.91
2660	557	643	2009	1	22	20	11.55	2.3	262	7.16
2661	557	643	2009	1	20	20	12.4	2	233	6.53
2662	557	643	2009	1	24	20	12.6	2	238	6.78
2663	645	644	2009	2	5	19	14	1.8	206	6.31
2664	645	644	2009	2	9	19	11.05	1.9	214	4.81
2665	645	644	2009	3	11	19	11.5	1.8	203	4.9
2666	645	644	2009	1	25	19	14.05	1.7	195	4.47
2667	645	644	2009	1	28	19	12	1.7	192	5.4
2668	645	644	2009	1	15	19	12.35	2.2	246	7.93
2669	645	644	2009	1	22	19	12.6	2.3	255	6.79
2670	645	644	2009	1	26	19	11.85	1.9	215	5.72
2671	641	646	2009	2	7	19	14.45	1.9	219	5.54
2672	641	646	2009	3	11	19	12.9	1.9	195	4.75
2673	641	646	2009	2	5	19	13.1	1.8	203	4.79
2674	641	646	2009	1	17	19	13.05	2.1	234	5.29
2675	641	646	2009	1	15	19	15.05	1.9	226	6.05
2676	641	646	2009	1	19	19	12.7	1.9	205	5.8
2677	641	646	2009	1	26	19	12.85	2	226	5.38
2678	645	647	2009	2	5	23	16.55	2.2	232	5.99
2679	645	647	2009	2	7	23	16.7	2.1	230	4.78
2680	645	647	2009	3	11	23	13.3	1.9	211	4.89
2681	645	647	2009	1	23	23	13.45	1.9	205	5.81
2682	645	647	2009	1	19	23	11.35	1.9	223	4.71
2683	645	647	2009	1	21	23	15.45	1.9	217	5.34
2684	649	648	2009	2	9	23	16.85	1.8	200	5.06
2685	649	648	2009	3	11	23	14.3	1.8	197	5.34
2686	649	648	2009	2	5	23	21.9	2	218	4.51
2687	649	648	2009	1	21	23	17.6	1.8	213	5.33
2688	649	648	2009	1	23	23	18.6	2	221	5.09
2689	649	648	2009	1	10	23	11.45	1.7	201	5.05
2690	649	648	2009	1	25	23	18.25	1.7	207	4.28
2691	543	650	2009	1	19	22	9.5	1.6	174	4.18
2692	543	650	2009	1	17	22	10.05	1.5	169	4.25
2693	645	651	2009	2	7	21	15.85	1.8	198	4.02
2694	645	651	2009	2	9	21	16.15	0.9	115	2.22
2695	645	651	2009	1	25	21	14.25	1.9	208	4.55
2696	645	651	2009	1	23	21	15.25	1.8	202	4.52
2697	645	651	2009	1	26	21	12.65	1.7	190	4.52
2698	645	651	2009	1	21	21	14.45	1.9	222	5.15
2699	547	652	2009	2	9	22	15.8	1.9	195	4.8
2700	547	652	2009	2	7	22	15.6	1.9	198	5.45
2701	547	652	2009	1	15	22	16.45	2	220	7.15
2702	547	652	2009	1	23	22	17.3	1.8	195	4.81
2703	641	653	2009	2	9	21	16	2.2	228	5.68
2704	641	653	2009	1	19	21	10.8	1	125	3.85
2705	641	653	2009	1	25	21	16.35	2.1	235	6.17
2706	641	653	2009	1	23	21	15.3	1.5	186	5.52
2707	641	653	2009	1	21	21	15.4	1.7	204	4.98
